date, pm25, pm10, o3, no2, so2, co
2020/4/2, 49, 25, 29, 5, , 1
2020/4/3, 47, 28, 32, 11, , 2
2020/4/4, 50, , 30, 7, , 2
2020/4/8, 13, 7, 28, 8, , 2
2020/4/9, 15, 5, 22, 6, , 1
2020/4/10, 11, 6, 26, 8, , 2
2020/4/11, 12, 13, 30, 8, , 2
2020/4/12, 33, 14, 23, 4, , 1
2020/4/13, 29, 10, 26, 6, , 2
2020/4/14, 21, 19, 29, 11, , 3
2020/4/15, 34, 21, 37, 14, , 3
2020/4/16, 35, 25, 34, 11, , 3
2020/4/17, 44, 17, 25, 7, , 2
2020/4/18, 30, 11, 20, 4, , 1
2020/4/19, 27, , , , , 
2020/3/2, 38, 22, 17, 15, , 5
2020/3/3, 31, 28, 25, 22, 1, 4
2020/3/4, 38, 39, 24, 18, 1, 5
2020/3/5, 59, 40, 31, 17, , 5
2020/3/6, 64, 37, 26, 17, 1, 5
2020/3/7, 63, 13, 25, 6, , 2
2020/3/8, 25, 8, 25, 7, , 2
2020/3/9, 19, 20, 21, 13, , 3
2020/3/10, 29, 10, 13, 9, , 2
2020/3/11, 25, 14, 19, 9, , 2
2020/3/12, 27, 18, 8, 16, , 5
2020/3/13, 38, 10, 14, 14, , 2
2020/3/14, 31, 11, 23, 12, , 2
2020/3/15, 30, 10, 29, 5, , 2
2020/3/16, 22, 22, 22, 11, , 3
2020/3/17, 32, 11, 25, 13, , 3
2020/3/18, 24, 17, 28, 13, , 3
2020/3/19, 28, 14, 24, 11, , 3
2020/3/20, 24, 16, 25, 8, , 2
2020/3/21, 21, 11, 29, 6, , 2
2020/3/22, 26, 11, 26, 6, , 2
2020/3/23, 21, 9, 29, 4, , 2
2020/3/24, 15, 15, 27, 8, , 2
2020/3/25, 23, 11, 28, 4, , 1
2020/3/26, 16, 11, 28, 7, , 1
2020/3/27, 17, 18, 30, 10, , 2
2020/3/28, 27, 20, 32, 6, , 1
2020/3/29, 34, 23, 31, 6, , 2
2020/3/30, 41, 21, 30, 8, , 2
2020/3/31, 39, 25, 27, 15, , 3
2020/4/1, 43, 25, 31, 14, 1, 2
2020/2/2, 34, 26, 21, 19, , 5
2020/2/3, 47, 28, 30, 6, , 2
2020/2/4, 16, 33, 10, 33, , 6
2020/2/5, 31, 24, 16, 28, , 5
2020/2/6, 26, 32, 24, 25, , 7
2020/2/7, 45, 36, 27, 27, , 7
2020/2/8, 58, 39, 32, 23, , 8
2020/2/9, 70, 20, 27, 12, , 2
2020/2/10, 46, 25, 24, 23, , 5
2020/2/11, 36, 34, 27, 24, , 4
2020/2/12, 34, 39, 24, 24, , 5
2020/2/13, 45, 42, 28, 20, , 5
2020/2/14, 56, 42, 29, 25, , 7
2020/2/15, 63, 38, 29, 22, , 6
2020/2/16, 64, 35, 36, 19, 1, 6
2020/2/17, 63, 38, 33, 24, 1, 7
2020/2/18, 70, 41, 28, 20, , 5
2020/2/19, 71, 43, 29, 15, , 4
2020/2/20, 77, 39, 30, 26, , 6
2020/2/21, 64, 32, 31, 24, , 5
2020/2/22, 47, 16, 26, 6, , 1
2020/2/23, 32, 23, 27, 10, , 3
2020/2/24, 41, 34, 26, 17, 1, 6
2020/2/25, 58, 33, 29, 24, 1, 7
2020/2/26, 49, 34, 26, 26, , 7
2020/2/27, 42, 33, 23, 29, , 7
2020/2/28, 34, 26, 25, 24, 1, 5
2020/2/29, 29, 24, 30, 15, , 4
2020/3/1, 45, 22, 29, 6, , 2
2020/1/2, 63, 32, 18, 24, 1, 7
2020/1/3, 63, 31, 12, 32, 1, 8
2020/1/4, 54, 38, 17, 29, 1, 9
2020/1/5, 68, 29, 20, 25, 1, 8
2020/1/6, 62, 26, 20, 29, 1, 7
2020/1/7, 40, 25, 17, 27, 1, 5
2020/1/8, 28, 28, 18, 24, 1, 6
2020/1/9, 49, 26, 21, 22, 1, 5
2020/1/10, 45, 27, 15, 25, 1, 7
2020/1/11, 47, 28, 19, 21, , 7
2020/1/12, 55, 27, 26, 17, , 5
2020/1/13, 58, 33, 24, 21, , 6
2020/1/14, 61, 34, 22, 24, , 7
2020/1/15, 62, 43, 21, 26, , 8
2020/1/16, 81, 35, 23, 21, , 6
2020/1/17, 70, 16, 21, 19, , 4
2020/1/18, 30, 24, 21, 23, , 5
2020/1/19, 32, 23, 18, 25, , 6
2020/1/20, 32, 31, 14, 28, , 7
2020/1/21, 60, 17, 23, 17, , 4
2020/1/22, 39, 26, 18, 21, , 5
2020/1/23, 47, 29, 19, 25, , 8
2020/1/24, 48, 30, 12, 30, , 8
2020/1/25, 53, 39, 13, 29, , 9
2020/1/26, 85, 44, 21, 16, , 4
2020/1/27, 110, 38, 17, 25, , 6
2020/1/28, 70, 25, 12, 30, , 6
2020/1/29, 33, 38, 24, 25, , 5
2020/1/30, 37, 38, 19, 29, , 7
2020/1/31, 35, 35, 20, 30, , 9
2020/2/1, 40, 26, 26, 26, , 7
2019/10/2, 44, 34, 43, 21, 1, 5
2019/10/3, 51, 35, 42, 24, 1, 6
2019/10/4, 52, 35, 33, 22, 1, 6
2019/10/5, 56, 38, 55, 23, 1, 6
2019/10/6, 58, 36, 73, 23, 1, 6
2019/10/7, 61, 35, 46, 27, 1, 6
2019/10/8, 58, 34, 33, 25, 1, 6
2019/10/9, 60, 30, 35, 12, 1, 2
2019/10/10, 58, 41, 36, 16, 1, 3
2019/10/11, 55, 44, 39, 27, 1, 6
2019/10/12, 48, 43, 54, 23, 1, 6
2019/10/13, 71, 46, 41, 21, 1, 6
2019/10/14, 70, 40, 37, 16, 1, 4
2019/10/15, 58, 46, 38, 26, 1, 6
2019/10/16, 67, 40, 36, 30, 1, 6
2019/10/17, 55, 45, 38, 19, 1, 3
2019/10/18, 63, 38, 32, 18, 1, 4
2019/10/19, 50, 33, 33, 21, 1, 6
2019/10/20, 52, 34, 35, 21, 1, 5
2019/10/21, 51, 29, 38, 24, 1, 5
2019/10/22, 34, 34, 38, 31, 1, 7
2019/10/23, 44, 40, 38, 38, 1, 8
2019/10/24, 56, 46, 35, 39, 1, 10
2019/10/25, 57, 41, 20, 34, 1, 9
2019/10/26, 43, 32, 36, 26, 2, 6
2019/10/27, 41, 31, 32, 8, 1, 2
2019/10/28, 50, 44, 35, 24, 1, 6
2019/10/29, 58, 53, 28, 26, 1, 6
2019/10/30, 56, 53, 31, 21, 1, 4
2019/10/31, 41, 40, 30, 27, 1, 6
2019/11/1, 43, 36, 27, 28, 1, 6
2019/11/2, 37, 47, 31, 32, 1, 7
2019/11/3, 71, 41, 38, 30, 1, 7
2019/11/4, 65, 45, 40, 33, 1, 8
2019/11/5, 67, 43, 36, 32, 1, 8
2019/11/6, 64, 46, 25, 29, 1, 7
2019/11/7, 73, 53, 33, 27, 1, 7
2019/11/8, 96, 47, 28, 37, 1, 9
2019/11/9, 67, 31, 30, 27, 1, 7
2019/11/10, 43, 36, 33, 20, 1, 6
2019/11/11, 68, 41, 35, 15, 1, 4
2019/11/12, 79, 40, 31, 24, 1, 8
2019/11/13, 75, 39, 18, 22, 1, 6
2019/11/14, 79, 36, 24, 21, , 5
2019/11/15, 70, 35, 13, 22, , 6
2019/11/16, 65, 40, 30, 26, 1, 8
2019/11/17, 68, 27, 32, 26, 1, 7
2019/11/18, 40, 28, 32, 30, 1, 5
2019/11/19, 32, 37, 21, 32, 1, 7
2019/11/20, 52, 19, 26, 11, , 2
2019/11/21, 31, 19, 23, 16, 1, 3
2019/11/22, 35, 28, 21, 22, 1, 5
2019/11/23, 45, 23, 27, 25, 1, 6
2019/11/24, 42, 21, 30, 22, 1, 6
2019/11/25, 38, 30, 25, 24, 1, 6
2019/11/26, 51, 67, 24, 21, 1, 4
2019/11/27, 46, 23, 21, 22, , 3
2019/11/28, 27, 6, 28, 6, , 2
2019/11/29, 18, 12, 26, 14, , 3
2019/11/30, 28, 14, 20, 14, 1, 4
2019/12/1, 31, 12, 17, 15, 1, 3
2019/12/2, 26, 24, 13, 25, 1, 5
2019/12/3, 42, 34, 2, 33, 1, 9
2019/12/4, 54, 14, 10, 23, , 4
2019/12/5, 39, 20, 18, 19, 1, 5
2019/12/6, 38, 22, 7, 26, 1, 6
2019/12/7, 44, 12, 14, 14, , 3
2019/12/8, 29, 14, 23, 12, , 3
2019/12/9, 33, 28, 13, 22, 1, 6
2019/12/10, 43, 30, 11, 24, 1, 7
2019/12/11, 50, 30, 15, 25, 1, 8
2019/12/12, 52, 45, 9, 35, 1, 9
2019/12/13, 78, 47, 10, 31, 1, 12
2019/12/14, 85, 37, 9, 21, , 
2019/12/15, 79, 16, 29, 11, , 
2019/12/16, 25, 20, 20, 26, 1, 
2019/12/17, 31, 26, 22, 26, 1, 
2019/12/18, 32, 28, 15, 31, 1, 11
2019/12/19, 32, 35, 12, 34, 1, 11
2019/12/20, 55, 26, 18, 29, 1, 
2019/12/21, 35, 27, 15, 30, 1, 11
2019/12/22, 38, 25, 26, 19, 1, 3
2019/12/23, 44, 8, 25, 10, , 1
2019/12/24, 26, 15, 22, 15, , 4
2019/12/25, 40, 13, 23, 8, , 1
2019/12/26, 34, 9, 28, 12, , 2
2019/12/27, 24, 19, 15, 24, , 5
2019/12/28, 36, 22, 20, 20, 1, 5
2019/12/29, 46, 25, 22, 19, , 6
2019/12/30, 56, , , , , 
2019/7/2, 58, 33, 39, 13, 1, 3
2019/7/3, 61, 35, 34, 10, 1, 2
2019/7/4, 61, 38, 36, 5, 1, 2
2019/7/5, 73, 48, 36, 10, , 2
2019/7/6, 97, 31, 37, 8, 1, 2
2019/7/7, 64, 23, 37, 5, , 2
2019/7/8, 55, 25, 33, 8, 1, 2
2019/7/9, 53, 30, 40, 8, 1, 2
2019/7/10, 60, 30, 39, 10, 1, 3
2019/7/11, 59, 36, 37, 18, 1, 4
2019/7/12, 65, 37, 42, 17, 1, 4
2019/7/13, 67, 36, 50, 15, 1, 4
2019/7/14, 68, 29, 45, 8, , 3
2019/7/15, 67, 33, 40, 17, 1, 5
2019/7/16, 71, 42, 39, 23, 1, 5
2019/7/17, 72, 32, 32, 11, 1, 3
2019/7/18, 60, 29, 30, 10, 1, 3
2019/7/19, 53, 20, 27, 9, 1, 2
2019/7/20, 43, 22, 33, 7, 1, 2
2019/7/21, 51, 17, 28, 5, 1, 2
2019/7/22, 43, 28, 36, 13, 1, 4
2019/7/23, 57, 27, 44, 15, 1, 4
2019/7/24, 54, 29, 42, 17, 1, 4
2019/7/25, 55, 35, 42, 21, 1, 4
2019/7/26, 60, 36, 39, 19, 1, 4
2019/7/27, 64, 32, 42, 17, 1, 4
2019/7/28, 59, 28, 35, 11, 1, 3
2019/7/29, 60, 32, 38, 14, 1, 3
2019/7/30, 67, 32, 41, 11, 1, 3
2019/7/31, 66, 33, 34, 7, , 3
2019/8/1, 65, 31, 39, 14, 1, 4
2019/8/2, 55, 32, 39, 18, 1, 4
2019/8/3, 58, 31, 43, 17, 1, 4
2019/8/4, 60, 23, 43, 12, 1, 4
2019/8/5, 55, 27, 37, 12, 1, 4
2019/8/6, 54, 32, 39, 14, 1, 3
2019/8/7, 59, 33, 37, 12, 1, 3
2019/8/8, 65, 30, 37, 13, 1, 3
2019/8/9, 65, 35, 45, 18, 1, 4
2019/8/10, 64, 26, 35, 14, 1, 3
2019/8/11, 51, 18, 35, 8, 1, 2
2019/8/12, 42, 27, 35, 12, 1, 3
2019/8/13, 55, 31, 30, 11, 1, 3
2019/8/14, 68, 27, 45, 13, 1, 4
2019/8/15, 59, 28, 40, 14, 1, 3
2019/8/16, 62, 29, 33, 13, 1, 3
2019/8/17, 62, 19, 34, 7, 1, 2
2019/8/18, 46, 17, 33, 6, 1, 2
2019/8/19, 45, 26, 37, 12, , 2
2019/8/20, 54, 30, 40, 19, 1, 4
2019/8/21, 52, 34, 46, 22, 1, 4
2019/8/22, 55, 35, 32, 17, 1, 2
2019/8/23, 60, 30, 31, 10, 1, 3
2019/8/24, 56, 27, 44, 13, 1, 4
2019/8/25, 55, 20, 40, 12, 1, 4
2019/8/26, 48, 28, 35, 19, 1, 5
2019/8/27, 51, 27, 34, 16, 1, 4
2019/8/28, 51, 28, 31, 11, 1, 3
2019/8/29, 53, 26, 39, 14, 1, 4
2019/8/30, 52, 34, 41, 20, 1, 5
2019/8/31, 57, 31, 47, 16, 1, 5
2019/9/1, 63, 29, 46, 15, 1, 5
2019/9/2, 62, 25, 40, 12, 1, 4
2019/9/3, 54, 26, 31, 16, 1, 4
2019/9/4, 52, 29, 37, 19, 1, 5
2019/9/5, 46, 35, 33, 18, 1, 5
2019/9/6, 55, 30, 37, 17, 1, 4
2019/9/7, 53, 32, 35, 16, 1, 4
2019/9/8, 51, 35, 31, 11, 1, 3
2019/9/9, 46, 35, 32, 13, 1, 4
2019/9/10, 55, 31, 33, 8, 1, 2
2019/9/11, 48, 33, 38, 14, 1, 3
2019/9/12, 61, 36, 37, 19, 1, 5
2019/9/13, 66, 37, 49, 22, 1, 6
2019/9/14, 61, 38, 64, 20, 1, 6
2019/9/15, 60, 38, 40, 18, 1, 6
2019/9/16, 74, 33, 35, 16, 1, 4
2019/9/17, 61, 30, 34, 16, 1, 4
2019/9/18, 64, 29, 27, 15, 1, 4
2019/9/19, 52, 25, 29, 11, 1, 3
2019/9/20, 46, , 33, 15, 1, 4
2019/9/26, 59, 27, 24, 9, , 2
2019/9/27, 54, 21, 24, 6, , 2
2019/9/28, 41, 16, 22, 10, , 2
2019/9/29, 26, 22, 33, 7, 1, 3
2019/9/30, 32, 26, 31, 17, 1, 4
2019/10/1, 54, 31, 35, 16, 1, 5
2019/4/2, 42, 26, 35, 14, , 2
2019/4/3, 44, 11, 24, 8, , 1
2019/4/4, 22, 12, 24, 11, , 2
2019/4/5, 24, 10, 26, 8, , 2
2019/4/6, 16, 14, 28, 9, 1, 2
2019/4/7, 32, 24, 38, 14, 1, 4
2019/4/8, 50, 29, 37, 24, 1, 6
2019/4/9, 52, 48, 38, 15, 1, 4
2019/4/10, 42, 20, 40, 3, , 1
2019/4/11, 17, 33, 32, 22, 1, 3
2019/4/12, 44, 30, 34, 15, , 3
2019/4/13, 44, 27, 38, 16, , 4
2019/4/14, 50, 25, 42, 14, 1, 4
2019/4/15, 51, 29, 30, 13, 1, 3
2019/4/16, 50, 26, 28, 9, , 2
2019/4/17, 46, 27, 33, 16, 1, 3
2019/4/18, 49, 35, 43, 21, 1, 5
2019/4/19, 57, 33, 35, 15, 1, 3
2019/4/20, 68, 17, 33, 6, , 1
2019/4/21, 45, 16, 37, 5, , 1
2019/4/22, 34, 31, 30, 16, 1, 3
2019/4/23, 56, 40, 32, 18, 1, 4
2019/4/24, 70, 41, 34, 17, 1, 3
2019/4/25, 69, 41, 33, 15, 1, 3
2019/4/26, 74, 34, 33, 13, 1, 3
2019/4/27, 71, 29, 33, 8, , 2
2019/4/28, 66, 25, 31, 7, , 2
2019/4/29, 58, 16, 26, 7, , 2
2019/4/30, 36, 15, 31, 6, , 1
2019/5/1, 29, 23, 32, 9, , 2
2019/5/2, 43, 33, 31, 14, , 3
2019/5/3, 59, 36, 39, 13, 1, 3
2019/5/4, 63, 39, 41, 7, 1, 2
2019/5/5, 69, 27, 36, 5, , 1
2019/5/6, 53, 13, 29, 6, , 1
2019/5/7, 27, 16, 24, 9, 1, 1
2019/5/8, 27, 16, 25, 8, , 2
2019/5/9, 29, 17, 22, 12, , 2
2019/5/10, 35, 15, 20, 15, , 3
2019/5/11, 31, 15, 32, 11, 1, 4
2019/5/12, 39, 21, 35, 8, 1, 2
2019/5/13, 46, 25, 32, 9, , 2
2019/5/14, 50, 32, 38, 10, , 2
2019/5/15, 68, 25, 25, 10, , 2
2019/5/16, 56, 20, 32, 9, , 2
2019/5/17, 34, 25, 29, 11, , 2
2019/5/18, 41, 28, 35, 10, 1, 2
2019/5/19, 45, 12, 34, 4, , 1
2019/5/20, 28, 15, 34, 6, , 1
2019/5/21, 28, 27, 31, 8, , 1
2019/5/22, 38, 20, 29, 11, , 2
2019/5/23, 33, 34, 18, 14, , 2
2019/5/24, 48, 22, 28, 11, , 3
2019/5/25, 44, 22, 31, 9, 1, 3
2019/5/26, 43, 15, 31, 4, , 1
2019/5/27, 33, 15, 32, 6, , 2
2019/5/28, 33, 23, 29, 13, 1, 3
2019/5/29, 46, 28, 30, 15, 1, 3
2019/5/30, 53, 37, 34, 14, 1, 3
2019/5/31, 70, 33, 36, 12, 1, 2
2019/6/1, 70, 20, 31, 7, , 2
2019/6/2, 47, 13, 30, 5, , 1
2019/6/3, 40, 19, 32, 9, , 2
2019/6/4, 47, 27, 33, 11, 1, 3
2019/6/5, 65, 31, 34, 14, 1, 3
2019/6/6, 71, 24, 37, 10, , 3
2019/6/7, 61, 20, 36, 9, , 2
2019/6/8, 50, 24, 40, 9, , 3
2019/6/9, 56, 31, 47, 11, , 3
2019/6/10, 63, 34, 51, 18, 1, 4
2019/6/11, 57, 36, 55, 20, 1, 4
2019/6/12, 59, 39, 35, 16, 1, 3
2019/6/13, 67, 38, 33, 10, , 2
2019/6/14, 68, 29, 28, 9, , 2
2019/6/15, 56, 24, 35, 7, , 2
2019/6/16, 58, 22, 34, 6, 1, 2
2019/6/17, 61, 17, 26, 11, 1, 2
2019/6/18, 44, 22, 31, 10, , 2
2019/6/19, 51, 21, 38, 8, , 2
2019/6/20, 51, 19, 29, 10, 1, 2
2019/6/21, 48, 9, 22, 8, , 2
2019/6/22, 26, 15, 32, 5, , 2
2019/6/23, 34, 20, 36, 4, , 2
2019/6/24, 47, 22, 33, 10, , 2
2019/6/25, 54, 21, 26, 11, , 2
2019/6/26, 51, 19, 29, 9, , 2
2019/6/27, 43, 24, 39, 10, , 2
2019/6/28, 51, 29, 40, 12, 1, 3
2019/6/29, 55, 28, 42, 14, 1, 4
2019/6/30, 55, 28, 42, 12, 1, 4
2019/7/1, 55, 32, 37, 16, 1, 4
2019/1/2, 65, 24, 20, 24, 1, 6
2019/1/3, 42, 29, 19, 28, 1, 7
2019/1/4, 41, 39, 11, 33, 1, 9
2019/1/5, 60, 37, 18, 25, 1, 9
2019/1/6, 66, 14, 28, 9, , 3
2019/1/7, 35, 17, 21, 15, , 4
2019/1/8, 30, 23, 16, 22, 1, 6
2019/1/9, 36, 30, 18, 24, 1, 7
2019/1/10, 55, 28, 17, 20, 1, 7
2019/1/11, 51, 35, 10, 22, , 6
2019/1/12, 70, 14, 26, 14, 1, 4
2019/1/13, 32, 15, 24, 16, , 4
2019/1/14, 30, 10, 21, 13, , 2
2019/1/15, 28, 10, 24, 14, , 3
2019/1/16, 25, 8, 20, 13, , 2
2019/1/17, 21, 10, 18, 12, , 2
2019/1/18, 23, 31, 12, 17, , 5
2019/1/19, 51, 22, 24, 17, , 6
2019/1/20, 44, 18, 19, 15, , 4
2019/1/21, 32, 12, 31, 4, , 2
2019/1/22, 17, 23, 25, 20, 1, 5
2019/1/23, 28, 25, 16, 26, 1, 7
2019/1/24, 38, 30, 18, 29, 1, 8
2019/1/25, 41, 27, 8, 31, 1, 8
2019/1/26, 35, 24, 23, 28, 3, 7
2019/1/27, 36, 22, 29, 23, 1, 6
2019/1/28, 40, 47, 12, 37, 2, 10
2019/1/29, 76, 51, 20, 34, 2, 11
2019/1/30, 92, 39, 21, 22, 1, 6
2019/1/31, 67, 30, 15, 19, , 5
2019/2/1, 55, 18, 21, 18, , 5
2019/2/2, 38, 7, 27, 9, , 2
2019/2/3, 20, 9, 25, 9, , 2
2019/2/4, 24, 11, 25, 14, , 2
2019/2/5, 24, 10, 29, 10, , 2
2019/2/6, 16, 9, 29, 7, , 2
2019/2/7, 14, 20, 24, 23, , 5
2019/2/8, 39, 25, 26, 23, 1, 5
2019/2/9, 45, 17, 30, 14, , 4
2019/2/10, 35, 12, 30, 8, , 2
2019/2/11, 22, 18, 30, 18, , 4
2019/2/12, 25, 26, 24, 27, 1, 6
2019/2/13, 33, 20, 24, 23, 1, 4
2019/2/14, 33, 10, 23, 11, , 3
2019/2/15, 23, 19, 26, 14, , 4
2019/2/16, 29, 14, 30, 6, , 2
2019/2/17, 20, 14, 30, 5, , 2
2019/2/18, 19, 10, 28, 9, , 2
2019/2/19, 13, 14, 27, 17, 1, 5
2019/2/20, 24, 19, 22, 20, , 3
2019/2/21, 33, 11, 27, 15, , 3
2019/2/22, 27, 18, 20, 24, , 4
2019/2/23, 31, 18, 32, 18, , 3
2019/2/24, 34, 21, 35, 18, , 4
2019/2/25, 44, 30, 28, 25, , 6
2019/2/26, 54, 36, 25, 25, 1, 6
2019/2/27, 63, 28, 26, 16, , 3
2019/2/28, 52, 23, 18, 13, , 3
2019/3/1, 46, 23, 21, 13, , 3
2019/3/2, 48, 10, 19, 11, , 2
2019/3/3, 27, 8, 26, 5, , 1
2019/3/4, 21, 14, 24, 11, , 3
2019/3/5, 20, 25, 17, 23, , 5
2019/3/6, 46, 10, 21, 15, , 2
2019/3/7, 28, 12, 29, 10, 1, 2
2019/3/8, 20, 14, 32, 9, , 2
2019/3/9, 20, 18, 30, 11, , 2
2019/3/10, 29, 14, 30, 11, , 3
2019/3/11, 38, 16, 28, 17, , 4
2019/3/12, 37, 27, 29, 16, , 3
2019/3/13, 40, 33, 32, 15, , 3
2019/3/14, 42, 25, 37, 24, 1, 5
2019/3/15, 36, 20, 34, 26, 1, 5
2019/3/16, 28, 23, 39, 25, 1, 6
2019/3/17, 35, 22, 41, 17, , 4
2019/3/18, 38, 32, 41, 23, 1, 4
2019/3/19, 54, 35, 33, 19, 1, 4
2019/3/20, 67, 19, 31, 11, , 2
2019/3/21, 34, 18, 30, 16, , 3
2019/3/22, 32, 21, 33, 14, , 3
2019/3/23, 38, 22, 28, 12, , 3
2019/3/24, 42, 21, 37, 10, , 3
2019/3/25, 49, 30, 36, 18, , 4
2019/3/26, 55, 29, 33, 21, 1, 5
2019/3/27, 52, 20, 22, 12, 1, 2
2019/3/28, 43, 17, 30, 12, , 3
2019/3/29, 28, 28, 31, 18, , 4
2019/3/30, 44, 24, 42, 19, , 4
2019/3/31, 42, 20, 53, 15, 1, 4
2019/4/1, 40, 26, 40, 22, 1, 4
2018/10/2, 44, 29, 21, 18, 1, 3
2018/10/3, 42, 18, 17, 10, , 2
2018/10/4, 32, 15, 20, 7, , 3
2018/10/5, 29, 21, 26, 13, , 3
2018/10/6, 33, 28, 29, 12, , 4
2018/10/7, 52, 29, 33, 8, 1, 3
2018/10/8, 50, 31, 31, 14, , 4
2018/10/9, 51, 28, 29, 8, 1, 2
2018/10/10, 47, 24, 31, 10, , 2
2018/10/11, 45, 21, 32, 12, , 3
2018/10/12, 32, 28, 31, 15, , 4
2018/10/13, 39, 13, 26, 6, , 1
2018/10/14, 31, 22, 27, 9, , 3
2018/10/15, 44, 35, 37, 16, 1, 5
2018/10/16, 35, 38, 27, 28, 1, 6
2018/10/17, 40, 35, 32, 27, 1, 7
2018/10/18, 37, 26, 37, 24, 1, 5
2018/10/19, 33, 25, 29, 23, 1, 4
2018/10/20, 24, 25, 40, 22, 1, 6
2018/10/21, 30, 30, 42, 18, 1, 6
2018/10/22, 52, 41, 35, 14, 1, 4
2018/10/23, 65, 47, 20, 17, , 5
2018/10/24, 73, 45, 36, 21, 1, 5
2018/10/25, 67, 49, 35, 22, , 5
2018/10/26, 78, 44, 47, 29, 1, 8
2018/10/27, 71, 41, 44, 26, 1, 8
2018/10/28, 72, 44, 45, 22, 1, 9
2018/10/29, 87, 53, 37, 28, 1, 8
2018/10/30, 105, 39, 37, 15, , 4
2018/10/31, 67, 44, 33, 25, 1, 8
2018/11/1, 60, 39, 12, 35, 1, 8
2018/11/2, 53, 35, 32, 31, 1, 8
2018/11/3, 49, 36, 36, 31, 1, 8
2018/11/4, 58, 36, 48, 28, 1, 8
2018/11/5, 70, 33, 29, 17, 1, 3
2018/11/6, 66, 30, 32, 12, , 2
2018/11/7, 49, 34, 38, 15, , 4
2018/11/8, 55, 42, 35, 25, 1, 7
2018/11/9, 65, 42, 28, 32, 1, 9
2018/11/10, 44, 42, 34, 28, 1, 8
2018/11/11, 77, 60, 39, 30, 1, 11
2018/11/12, 122, 42, 26, 30, 1, 8
2018/11/13, 49, 40, 23, 32, 1, 9
2018/11/14, 44, 39, 20, 32, 1, 8
2018/11/15, 43, 37, 21, 30, 1, 8
2018/11/16, 40, 44, 16, 32, 1, 9
2018/11/17, 57, 39, 30, 23, 1, 6
2018/11/18, 69, 47, 35, 25, 1, 8
2018/11/19, 91, 49, 10, 39, 1, 11
2018/11/20, 74, 48, 28, 32, 1, 9
2018/11/21, 72, 40, 25, 24, 1, 6
2018/11/22, 75, 16, 26, 9, , 2
2018/11/23, 32, 25, 25, 16, , 5
2018/11/24, 50, 29, 22, 18, , 6
2018/11/25, 57, 26, 30, 15, , 7
2018/11/26, 54, 21, 24, 25, 1, 5
2018/11/27, 30, 26, 20, 27, 1, 4
2018/11/28, 31, 27, 22, 20, 1, 4
2018/11/29, 40, 11, 26, 14, , 1
2018/11/30, 24, 17, 23, 13, , 3
2018/12/1, 33, 17, 26, 14, , 4
2018/12/2, 34, 11, 30, 8, , 3
2018/12/3, 19, 24, 23, 23, , 5
2018/12/4, 37, 28, 18, 28, 1, 6
2018/12/5, 31, 15, 17, 21, 1, 4
2018/12/6, 31, 9, 21, 15, , 3
2018/12/7, 24, 18, 17, 20, , 5
2018/12/8, 29, 19, 22, 19, , 5
2018/12/9, 34, 19, 20, 18, , 5
2018/12/10, 36, 25, 7, 26, 1, 6
2018/12/11, 46, 34, 12, 27, 1, 9
2018/12/12, 58, 34, 19, 23, 1, 7
2018/12/13, 63, 34, 15, 27, 1, 8
2018/12/14, 48, 35, 5, 34, 1, 8
2018/12/15, 39, 30, 16, 27, 1, 6
2018/12/16, 44, 31, 19, 22, 1, 7
2018/12/17, 59, 23, 22, 14, , 3
2018/12/18, 41, 23, 17, 17, , 4
2018/12/19, 41, 32, 14, 26, 1, 9
2018/12/20, 54, 36, 14, 29, 1, 9
2018/12/21, 52, 45, 8, 33, 1, 10
2018/12/22, 66, 45, 11, 28, 1, 10
2018/12/23, 85, 51, 18, 25, 1, 10
2018/12/24, 108, 49, 22, 21, 1, 7
2018/12/25, 103, 15, 29, 3, , 1
2018/12/26, 28, 25, 22, 18, 1, 5
2018/12/27, 38, 27, 24, 17, 1, 5
2018/12/28, 37, 17, 29, 14, 1, 3
2018/12/29, 18, 26, 20, 25, 1, 7
2018/12/30, 39, 29, 21, 24, 1, 7
2018/12/31, 53, , , , , 
2018/7/2, 48, 19, 30, 5, 1, 3
2018/7/3, 39, 22, 32, 7, 1, 3
2018/7/4, 45, 29, 38, 5, 1, 4
2018/7/5, 59, 37, 43, 13, 1, 6
2018/7/6, 71, 44, 63, 25, 1, 12
2018/7/7, 66, 48, 65, 17, 2, 7
2018/7/8, 70, 36, 50, 13, 1, 7
2018/7/9, 67, 47, 36, 20, 1, 4
2018/7/10, 71, 38, 30, 12, 1, 5
2018/7/11, 65, 33, 34, 13, 1, 5
2018/7/12, 58, 32, 32, 8, 1, 6
2018/7/13, 56, 26, 32, 7, 1, 4
2018/7/14, 48, 24, 31, 7, 1, 5
2018/7/15, 45, 27, 36, 7, 1, 5
2018/7/16, 53, 34, 34, 9, 1, 6
2018/7/17, 54, 33, 34, 9, 1, 6
2018/7/18, 61, 33, 32, 10, 1, 5
2018/7/19, 62, 27, 31, 12, 1, 3
2018/7/20, 55, 17, 29, 7, , 2
2018/7/21, 34, 15, 29, 4, , 3
2018/7/22, 33, 21, 30, 8, 1, 5
2018/7/23, 38, 39, 45, 18, 1, 7
2018/7/24, 58, 46, 47, 19, 1, 5
2018/7/25, 71, 43, 47, 13, 1, 8
2018/7/26, 76, 40, 40, 13, 1, 8
2018/7/27, 79, 43, 47, 14, 1, 8
