date, pm25, pm10, o3, no2, so2, co
2016/9/24, 15, , 6, 2, , 
2016/9/25, 12, , 9, 2, , 
2016/9/26, 12, , , 5, , 
2016/9/27, 24, , 5, 8, , 
2016/9/28, 16, , , , , 
2016/4/2, 44, , 13, 5, , 
2016/4/3, 33, , 8, 7, , 
2016/4/4, 32, , 12, 6, , 
2016/4/5, 19, , 9, 5, , 
2016/4/6, 26, , 9, 4, , 
2016/4/7, 14, , 3, 7, , 
2016/4/8, 17, , 7, 8, , 
2016/4/9, 39, , 12, 5, , 
2016/4/10, 33, , 16, 3, , 
2016/4/11, 39, , 15, 4, , 
2016/4/12, 20, , 13, 6, , 
2016/4/13, 26, , 15, 3, , 
2016/4/14, 22, , 15, 5, , 
2016/4/15, 25, , 15, 5, , 
2016/4/16, 41, , 8, 6, , 
2016/4/17, 30, , 8, 8, , 
2016/4/18, 21, , 9, 10, , 
2016/4/19, 40, , 8, 12, , 
2016/4/20, 44, , 9, 12, , 
2016/4/21, 46, , 15, 8, , 
2016/4/22, 37, , 5, 9, , 
2016/4/23, 44, , 16, 4, , 
2016/4/24, 17, , 17, 3, , 
2016/4/25, 13, , 14, 3, , 
2016/4/26, 23, , 14, 5, , 
2016/4/27, 31, , 15, 4, , 
2016/4/28, 25, , 16, 5, , 
2016/4/29, 32, , 14, 4, , 
2016/4/30, 23, , 15, 3, , 
2016/5/1, 26, , 12, 5, , 
2016/5/2, 25, , 14, 10, , 
2016/5/3, 37, , 14, 7, , 
2016/5/4, 20, , 11, 6, , 
2016/5/5, 17, , 10, 4, , 
2016/5/6, 14, , 11, 7, , 
2016/5/7, 31, , 10, 7, , 
2016/5/8, 26, , 16, 2, , 
2016/5/9, 22, , 13, 3, , 
2016/5/10, 26, , 11, 5, , 
2016/5/11, 21, , 12, 4, , 
2016/5/12, 21, , 13, 6, , 
2016/5/13, 30, , 11, 10, , 
2016/5/14, 32, , 15, 7, , 
2016/5/15, 36, , 13, 2, , 
2016/5/16, 33, , 11, 5, , 
2016/5/17, 34, , 13, 5, , 
2016/5/18, 28, , 13, 5, , 
2016/5/19, 31, , 13, 5, , 
2016/5/20, 20, , 13, 4, , 
2016/5/21, 19, , 11, 3, , 
2016/5/22, 23, , 12, 2, , 
2016/5/23, 27, , 9, 2, , 
2016/5/24, 25, , 8, 4, , 
2016/5/25, 29, , 12, 4, , 
2016/5/26, 33, , 13, 3, , 
2016/5/27, 26, , 12, 4, , 
2016/5/28, 17, , 12, 3, , 
2016/5/29, 9, , 14, 2, , 
2016/5/30, 11, , 12, 4, , 
2016/5/31, 22, , 11, 6, , 
2016/6/1, 24, , 13, 5, , 
2016/6/2, 28, , 14, 4, , 
2016/6/3, 14, , 15, 4, , 
2016/6/4, 22, , 7, 4, , 
2016/6/5, 14, , 8, 7, , 
2016/6/6, 24, , 12, 9, , 
2016/6/7, 37, , 9, 9, , 
2016/6/8, 40, , 12, 7, , 
2016/6/9, 38, , 16, 3, , 
2016/6/10, 21, , 14, 5, , 
2016/6/11, 17, , 10, 2, , 
2016/6/12, 12, , 13, 3, , 
2016/6/13, 17, , 13, 2, , 
2016/6/14, 17, , 11, 3, , 
2016/6/15, 12, , 12, 3, , 
2016/6/16, 14, , 11, 4, , 
2016/6/17, 22, , 10, 4, , 
2016/6/18, 17, , 11, 4, , 
2016/6/19, 12, , 9, 3, , 
2016/6/20, 16, , 7, 5, , 
2016/6/21, 15, , 10, 4, , 
2016/6/22, 23, , 8, 6, , 
2016/6/23, 29, , 10, 4, , 
2016/6/24, 12, , 8, 4, , 
2016/6/25, 19, , 11, 3, , 
2016/6/26, 28, , 5, 4, , 
2016/6/27, 14, , 12, 6, , 
2016/6/28, 29, , 11, 6, , 
2016/6/29, 36, , 8, 5, , 
2016/6/30, 32, , 9, 4, , 
2016/7/1, 30, , 10, 3, , 
2016/1/5, 30, , 1, 9, , 
2016/1/6, 32, , 3, 9, , 
2016/1/7, 31, , 2, 6, , 
2016/1/8, 27, , 2, 4, , 
2016/1/9, 23, , 3, 5, , 
2016/1/10, 24, , 4, 5, , 
2016/1/11, 22, , 9, 6, , 
2016/1/12, 12, , 10, 5, , 
2016/1/13, 14, , 9, 7, , 
2016/1/14, 16, , 9, 5, , 
2016/1/15, 14, , 7, 5, , 
2016/1/16, 12, , 12, 3, , 
2016/1/17, 12, , 13, 3, , 
2016/1/18, 21, , 12, 4, , 
2016/1/19, 12, , 11, 5, , 
2016/1/20, 11, , 9, 4, , 
2016/1/21, 12, , 11, 6, , 
2016/1/22, 13, , 9, 7, , 
2016/1/23, 18, , 9, 6, , 
2016/1/24, 15, , 8, 3, , 
2016/1/25, 18, , 7, 4, , 
2016/1/26, 12, , 8, 4, , 
2016/1/27, 9, , 7, 4, , 
2016/1/28, 13, , 9, 9, , 
2016/1/29, 31, , 9, 5, , 
2016/1/30, 17, , 10, 6, , 
2016/1/31, 15, , 11, 3, , 
2016/2/1, 10, , 4, 5, , 
2016/2/2, 13, , 6, 4, , 
2016/2/3, 8, , 9, 4, , 
2016/2/4, 8, , 8, 5, , 
2016/2/5, 13, , 11, 5, , 
2016/2/6, 16, , 7, 5, , 
2016/2/7, 14, , 8, 4, , 
2016/2/8, 15, , 2, 6, , 
2016/2/9, 29, , 2, 6, , 
2016/2/10, 23, , 2, 9, , 
2016/2/11, 24, , 10, 6, , 
2016/2/12, 11, , 10, 7, , 
2016/2/13, 12, , , , , 
2016/2/16, 15, , 9, 6, , 
2016/2/17, 13, , 9, 7, , 
2016/2/18, 15, , 11, 5, , 
2016/2/19, 9, , 12, 5, , 
2016/2/20, 19, , 13, 3, , 
2016/2/21, 21, , 10, 4, , 
2016/2/22, 13, , 8, 4, , 
2016/2/23, 14, , 6, 6, , 
2016/2/24, 19, , 4, 9, , 
2016/2/25, 23, , 5, 9, , 
2016/2/26, 24, , 2, 10, , 
2016/2/27, 40, , 6, 7, , 
2016/2/28, 38, , 15, 3, , 
2016/2/29, 9, , 10, 4, , 
2016/3/1, 17, , 13, 3, , 
2016/3/2, 16, , 13, 4, , 
2016/3/3, 16, , 11, 6, , 
2016/3/4, 16, , 12, 4, , 
2016/3/5, 12, , 14, 3, , 
2016/3/6, 17, , 16, 2, , 
2016/3/7, 13, , 11, 4, , 
2016/3/8, 13, , 10, 4, , 
2016/3/9, 14, , 13, 3, , 
2016/3/10, 5, , 14, 4, , 
2016/3/11, 14, , 11, 4, , 
2016/3/12, 10, , 15, 3, , 
2016/3/13, 15, , 15, 2, , 
2016/3/14, 9, , 12, 5, , 
2016/3/15, 13, , 13, 4, , 
2016/3/16, 15, , 12, 4, , 
2016/3/17, 15, , 13, 4, , 
2016/3/18, 17, , 11, 7, , 
2016/3/19, 24, , 12, 5, 1, 
2016/3/20, 26, , 10, 3, , 
2016/3/21, 16, , 11, 3, , 
2016/3/22, 12, , 10, 5, , 
2016/3/23, 21, , 12, 4, , 
2016/3/24, 12, , 8, 8, , 
2016/3/25, 22, , 11, 4, , 
2016/3/26, 19, , 10, 4, , 
2016/3/27, 19, , 15, 3, , 
2016/3/28, 15, , 11, 3, , 
2016/3/29, 21, , 7, 6, , 
2016/3/30, 24, , 7, 9, , 
2016/3/31, 33, , 9, 8, , 
2016/4/1, 33, , 8, 10, , 
2015/10/2, 46, , 4, 6, , 
2015/10/3, 46, , 6, 4, , 
2015/10/4, 12, , 6, 4, , 
2015/10/5, 11, , 3, 7, , 
2015/10/6, 24, , 3, 8, , 
2015/10/7, 40, , 7, 4, , 
2015/10/8, 27, , 4, 6, , 
2015/10/9, 30, , 5, 5, , 
2015/10/10, 29, , 9, 4, , 
2015/10/11, 25, , 11, 3, , 
2015/10/12, 23, , 7, 3, , 
2015/10/13, 16, , 4, 5, , 
2015/10/14, 35, , 2, 4, , 
2015/10/15, 37, , 2, 6, , 
2015/10/16, 23, , 2, 7, , 
2015/10/17, 28, , 1, 8, , 
2015/10/18, 42, , 2, 5, , 
2015/10/19, 54, , 3, 5, , 
2015/10/20, 32, , 2, 4, , 
2015/10/21, 40, , 3, 4, , 
2015/10/22, 22, , 3, 4, , 
2015/10/23, 36, , 5, 4, , 
2015/10/24, 20, , 1, 5, , 
2015/10/25, 23, , 4, 7, , 
2015/10/26, 20, , 8, 6, , 
2015/10/27, 16, , 1, 5, , 
2015/10/28, 16, , 4, 6, , 
2015/10/29, 25, , 7, 6, , 
2015/10/30, 13, , 9, 5, , 
2015/10/31, 11, , 11, 3, , 
2015/11/1, 19, , 12, 3, , 
2015/11/2, 13, , 6, 4, , 
2015/11/3, 18, , 2, 5, , 
2015/11/4, 15, , 1, 4, , 
2015/11/5, 24, , 2, 4, , 
2015/11/6, 19, , 8, 3, , 
2015/11/7, 12, , 11, 5, , 
2015/11/8, 17, , 8, 4, , 
2015/11/9, 21, , 2, 4, , 
2015/11/10, 9, , 3, 5, , 
2015/11/11, 45, , 11, 5, , 
2015/11/12, 16, , 10, 4, , 
2015/11/13, 12, , 7, 5, , 
2015/11/14, 7, , 9, 4, , 
2015/11/15, 16, , 10, 3, , 
2015/11/16, 20, , 9, 4, , 
2015/11/17, 9, , 11, 5, , 
2015/11/18, 15, , 6, 5, , 
2015/11/19, 15, , 5, 6, , 
2015/11/20, 26, , 2, 6, , 
2015/11/21, 23, , 3, 5, , 
2015/11/22, 17, , , 2, , 
2015/11/23, 8, , 4, 6, , 
2015/11/24, 28, , 8, 6, , 
2015/11/25, 25, , 5, 7, , 
2015/11/26, 22, , 1, 7, , 
2015/11/27, 30, , 1, 6, , 
2015/11/28, 27, , 1, 6, , 
2015/11/29, 29, , 1, 5, , 
2015/11/30, 31, , 4, 7, , 
2015/12/1, 20, , 12, 5, , 
2015/12/2, 11, , 10, 5, , 
2015/12/3, 10, , 10, 6, , 
2015/12/4, 22, , 8, 7, , 
2015/12/5, 16, , , , , 
2015/12/8, 21, , 13, 7, , 
2015/12/9, 17, , 9, 8, , 
2015/12/10, 15, , 12, 2, , 
2015/12/11, 11, , 11, 5, , 
2015/12/12, 16, , 13, 3, , 
2015/12/13, 11, , 14, 2, , 
2015/12/14, 11, , 5, 9, , 
2015/12/15, 32, , 4, 4, , 
2015/12/16, 20, , 8, 5, , 
2015/12/17, 8, , 6, 9, , 
2015/12/18, 13, , 8, 7, , 
2015/12/19, 12, , 10, 4, , 
2015/12/20, 12, , 11, 3, , 
2015/12/21, 8, , 8, 4, , 
2015/12/22, 10, , 7, 5, , 
2015/12/23, 16, , 10, 5, , 
2015/12/24, 14, , 9, 4, , 
2015/12/25, 15, , 5, 4, , 
2015/12/26, 26, , 9, 3, , 
2015/12/27, 13, , 13, 3, , 
2015/12/28, 15, , 4, 4, , 
2015/12/29, 15, , 8, 3, , 
2015/12/30, 8, , 7, 5, , 
2015/12/31, 33, , , , , 
2016/1/4, 34, , 2, 7, , 
2015/7/19, 29, , 7, 8, , 
2015/7/20, 29, , 11, 5, , 
2015/7/21, 33, , 9, 4, , 
2015/7/22, 17, , 9, 5, , 
2015/7/23, 26, , 10, 4, , 
2015/7/24, 30, , 7, 4, , 
2015/7/25, 21, , 8, 3, , 
2015/7/26, 19, , 8, 2, , 
2015/7/27, 11, , 8, 3, , 
2015/7/28, 15, , 8, 3, , 
2015/7/29, 20, , 8, 6, , 
2015/7/30, 25, , 10, 7, , 
2015/7/31, 38, , 10, 10, , 
2015/8/1, 30, , 10, 6, , 
2015/8/2, 24, , 6, 7, , 
2015/8/3, 26, , 8, 6, , 
2015/8/4, 26, , 10, 5, , 
2015/8/5, 26, , 5, 4, , 
2015/8/6, 17, , 7, 5, , 
2015/8/7, 28, , 10, 5, , 
2015/8/8, 24, , 6, 4, , 
2015/8/9, 9, , 10, 4, , 
2015/8/10, 28, , 8, 7, , 
2015/8/11, 33, , 9, 7, , 
2015/8/12, 44, , 7, 8, , 
2015/8/13, 55, , 12, 9, , 
2015/8/14, 45, , 5, 6, , 
2015/8/15, 39, , 9, 3, , 
2015/8/16, 24, , 9, 4, , 
2015/8/17, 30, , 8, 6, , 
2015/8/18, 29, , 6, 6, , 
2015/8/19, 29, , 6, 6, , 
2015/8/20, 25, , 9, 5, , 
2015/8/21, 18, , 9, 6, , 
2015/8/22, 30, , 10, 6, , 
2015/8/23, 32, , 12, 8, , 
2015/8/24, 28, , 11, 5, , 
2015/8/25, 28, , 9, 7, , 
2015/8/26, 30, , 9, 12, , 
2015/8/27, 37, , 8, 13, , 
2015/8/28, 49, , 6, 5, , 
2015/8/29, 24, , 6, 2, , 
2015/8/30, 14, , 6, 2, , 
2015/8/31, 19, , 8, 4, , 
2015/9/1, 47, , 7, 6, , 
2015/9/2, 33, , 8, 4, , 
2015/9/3, 27, , 6, 3, , 
2015/9/4, 13, , 4, 3, , 
2015/9/5, 15, , 6, 2, , 
2015/9/6, 22, , 10, 3, , 
2015/9/7, 14, , 9, 4, , 
2015/9/8, 16, , 7, 3, , 
2015/9/9, 18, , 5, 5, , 
2015/9/10, 21, , 3, 5, , 
2015/9/11, 20, , 3, 5, , 
2015/9/12, 29, , 4, 4, , 
2015/9/13, 29, , 10, 4, , 
2015/9/14, 30, , 8, 4, , 
2015/9/15, 14, , 9, 2, , 
2015/9/16, 16, , 10, 4, , 
2015/9/17, 20, , 6, 3, , 
2015/9/18, 12, , 7, 4, , 
2015/9/19, 16, , 6, 3, , 
2015/9/20, 9, , 8, 3, , 
2015/9/21, 22, , 6, 5, , 
2015/9/22, 27, , 5, 6, , 
2015/9/23, 19, , 9, 4, , 
2015/9/24, 22, , 5, 4, , 
2015/9/25, 17, , 10, 5, , 
2015/9/26, 10, , 9, 3, , 
2015/9/27, 23, , 6, 2, , 
2015/9/28, 10, , 2, 4, , 
2015/9/29, 19, , 2, 6, , 
2015/9/30, 25, , 3, 8, , 
2015/10/1, 41, , 3, 8, , 
2015/4/2, 19, , 10, 4, , 
2015/4/3, 22, , 12, 3, , 
2015/4/4, 21, , 15, 2, , 
2015/4/5, 15, , 11, 4, , 
2015/4/6, 19, , 13, 4, , 
2015/4/7, 28, , 13, 5, , 
2015/4/8, 31, , 12, 5, , 
2015/4/9, 31, , 12, 6, , 
2015/4/10, 31, , 11, 6, , 
2015/4/11, 28, , 14, 4, , 
2015/4/12, 16, , 14, 2, , 
2015/4/13, 16, , 11, 3, , 
2015/4/14, 12, , 16, 4, , 
2015/4/15, 21, , 12, 4, , 
2015/4/16, 25, , 11, 6, , 
2015/4/17, 24, , 12, 6, , 
2015/4/18, 27, , 14, 5, , 
2015/4/19, 21, , 11, 5, , 
2015/4/20, 25, , 11, 7, , 
2015/4/21, 35, , 13, 6, , 
2015/4/22, 31, , 15, 5, , 
2015/4/23, 21, , 15, 4, , 
2015/4/24, 31, , 14, 4, , 
2015/4/25, 9, , 15, 3, , 
2015/4/26, 13, , 16, 2, , 
2015/4/27, 19, , 10, 3, , 
2015/4/28, 7, , 18, 6, , 
2015/4/29, 28, , 15, 4, , 
2015/4/30, 21, , 12, 5, , 
2015/5/1, 20, , 15, 4, , 
2015/5/2, 23, , 11, 5, , 
2015/5/3, 24, , 6, 2, , 
2015/5/4, 21, , , , , 
2015/5/6, 13, , 11, 5, , 
2015/5/7, 25, , 10, 7, , 
2015/5/8, 23, , 11, 7, , 
2015/5/9, 23, , 12, 11, 1, 
2015/5/10, 46, , 8, 10, , 
2015/5/11, 46, , 14, 6, , 
2015/5/12, 40, , 16, 6, , 
2015/5/13, 37, , 11, 6, , 
2015/5/14, 32, , 14, 5, , 
2015/5/15, 20, , 10, 7, , 
2015/5/16, 26, , 12, 4, , 
2015/5/17, 25, , 11, 7, , 
2015/5/18, 34, , 12, 6, , 
2015/5/19, 33, , 11, 8, , 
2015/5/20, 38, , 11, 7, , 
2015/5/21, 38, , 12, 9, , 
2015/5/22, 42, , 6, 9, , 
2015/5/23, 51, , 9, 4, , 
2015/5/24, 32, , 11, 4, , 
2015/5/25, 28, , 7, 6, , 
2015/5/26, 34, , 12, 5, , 
2015/5/27, 40, , 12, 7, , 
2015/5/28, 39, , 16, 6, , 
2015/5/29, 45, , 12, 9, , 
2015/5/30, 41, , 12, 7, , 
2015/5/31, 40, , 13, 9, , 
2015/6/1, 34, , 10, 7, , 
2015/6/2, 38, , 10, 4, , 
2015/6/3, 16, , 2, 8, , 
2015/6/4, 32, , 8, 8, , 
2015/6/5, 29, , , , , 
2015/1/2, 55, , 2, 6, 1, 
2015/1/3, 31, , 2, 2, , 
2015/1/4, 24, , 9, 3, , 
2015/1/5, 9, , 5, 6, , 
2015/1/6, 14, , 4, 5, 1, 
2015/1/7, 14, , 1, 9, 1, 
2015/1/8, 62, , 1, 7, 1, 
2015/1/9, 41, , 1, 5, 1, 
2015/1/10, 15, , , 8, 1, 
2015/1/11, 59, , , 5, 1, 
2015/1/12, 21, , 1, 4, , 
2015/1/13, 27, , 1, 6, , 
2015/1/14, 36, , 1, 7, 1, 
2015/1/15, 35, , 6, 6, , 
2015/1/16, 14, , 7, 7, , 
2015/1/17, 20, , , 3, , 
2015/1/18, 4, , , 5, , 
2015/1/19, 18, , 5, 7, , 
2015/1/20, 23, , 4, 6, , 
2015/1/21, 28, , , 5, , 
2015/1/22, 37, , 7, 5, , 
2015/1/23, 11, , 5, 13, , 
2015/1/24, 18, , 2, 4, , 
2015/1/25, 6, , , , , 
2015/1/27, 30, , 1, 8, , 
2015/1/28, 36, , 4, 6, , 
2015/1/29, 27, , 1, 9, , 
2015/1/30, 40, , 1, 8, 1, 
2015/1/31, 50, , , , , 
2015/2/2, 18, , 8, 5, , 
2015/2/3, 9, , 5, 8, , 
2015/2/4, 20, , 4, 5, 1, 
2015/2/5, 12, , 7, 6, 1, 
2015/2/6, 10, , 11, 5, 1, 
2015/2/7, 11, , 11, 5, 1, 
2015/2/8, 13, , 12, 4, 1, 
2015/2/9, 12, , 9, 4, 1, 
2015/2/10, 8, , 5, 7, , 
2015/2/11, 18, , 4, 7, 1, 
2015/2/12, 22, , 8, 4, , 
2015/2/13, 11, , 5, 8, 1, 
2015/2/14, 22, , 4, 8, , 
2015/2/15, 27, , 4, 3, , 
2015/2/16, 12, , 2, 7, 1, 
2015/2/17, 26, , 3, 8, 1, 
2015/2/18, 27, , 5, 7, 1, 
2015/2/19, 36, , 5, 8, 1, 
2015/2/20, 39, , 8, 7, , 
2015/2/21, 26, , 6, 4, , 
2015/2/22, 20, , 5, 6, 1, 
2015/2/23, 26, , 3, 6, 1, 
2015/2/24, 36, , 2, 7, 1, 
2015/2/25, 51, , 3, 6, 1, 
2015/2/26, 39, , 5, 4, , 
2015/2/27, 17, , 9, 5, , 
2015/2/28, 15, , 10, 6, , 
2015/3/1, 25, , 9, 5, 1, 
2015/3/2, 32, , 9, 5, 1, 
2015/3/3, 27, , 11, 6, , 
2015/3/4, 24, , 6, 8, 1, 
2015/3/5, 41, , 5, 10, 1, 
2015/3/6, 46, , 4, 8, 1, 
2015/3/7, 37, , 4, 5, 1, 
2015/3/8, 29, , 4, 5, 1, 
2015/3/9, 31, , 6, 6, 1, 
2015/3/10, 44, , 1, 9, , 
2015/3/11, 43, , 8, 7, , 
2015/3/12, 27, , 7, 7, , 
2015/3/13, 18, , 4, 9, , 
2015/3/14, 20, , 12, 7, , 
2015/3/15, 17, , 4, 5, , 
2015/3/16, 8, , 6, 6, , 
2015/3/17, 20, , 5, 9, , 
2015/3/18, 31, , 11, 5, , 
2015/3/19, 26, , 11, 3, , 
2015/3/20, 11, , 12, 4, , 
2015/3/21, 10, , 12, 6, , 
2015/3/22, 19, , 11, 2, , 
2015/3/23, 10, , 13, 4, , 
2015/3/24, 15, , 11, 6, , 
2015/3/25, 17, , 12, 3, , 
2015/3/26, 4, , 6, 4, , 
2015/3/27, 20, , 5, 6, , 
2015/3/28, 27, , 15, 3, , 
2015/3/29, 12, , 12, 2, , 
2015/3/30, 6, , 9, 4, , 
2015/3/31, 18, , 16, 5, , 
2015/4/1, 22, , 13, 3, , 
2014/10/2, 27, , 7, 6, 1, 
2014/10/3, 36, , 4, 8, 2, 
2014/10/4, 41, , 6, 3, , 
2014/10/5, 17, , 4, 4, 1, 
2014/10/6, 22, , 2, 6, 2, 
2014/10/7, 37, , 2, 6, 2, 
2014/10/8, 41, , 1, 7, 1, 
2014/10/9, 58, , 3, 6, 1, 
2014/10/10, 47, , 1, 5, , 
2014/10/11, 38, , 10, 5, 1, 
2014/10/12, 23, , 8, 2, , 
2014/10/13, 25, , 9, 2, , 
2014/10/14, 11, , 14, 4, 1, 
2014/10/15, 15, , 7, 6, , 
2014/10/16, 17, , 8, 4, , 
2014/10/17, 16, , 10, 4, 1, 
2014/10/18, 16, , 7, 4, 1, 
2014/10/19, 18, , 10, 3, 1, 
2014/10/20, 13, , 10, 6, 1, 
2014/10/21, 13, , 5, 8, 1, 
2014/10/22, 27, , 10, 6, 1, 
2014/10/23, 17, , 10, 6, 1, 
2014/10/24, 16, , 7, 6, , 
2014/10/25, 8, , 8, 5, 1, 
2014/10/26, 8, , 6, 3, 1, 
2014/10/27, 16, , 8, 3, 1, 
2014/10/28, 23, , 11, 5, 1, 
2014/10/29, 20, , 9, 5, 1, 
2014/10/30, 18, , 8, 5, 1, 
2014/10/31, 11, , 8, 9, 1, 
2014/11/1, 27, , , , , 
2014/11/4, 14, , 7, 7, 1, 
2014/11/5, 28, , 7, 5, , 
2014/11/6, 15, , 13, 7, 1, 
2014/11/7, 23, , 5, 10, 1, 
2014/11/8, 35, , , , , 
2014/11/10, 16, , 4, 5, 1, 
2014/11/11, 20, , 15, 1, , 
2014/11/12, 22, , 5, 9, 1, 
2014/11/13, 41, , 4, 8, 1, 
2014/11/14, 40, , 5, 9, 1, 
2014/11/15, 48, , 7, 6, 1, 
2014/11/16, 49, , 1, 4, , 
2014/11/17, 35, , , 8, 2, 
2014/11/18, 51, , 1, 6, 1, 
2014/11/19, 37, , , 6, 2, 
2014/11/20, 40, , 5, 8, 1, 
2014/11/21, 25, , 10, 5, , 
2014/11/22, 13, , 8, 6, 1, 
2014/11/23, 21, , 7, 5, 1, 
2014/11/24, 13, , 8, 6, 1, 
2014/11/25, 16, , 9, 4, , 
2014/11/26, 10, , , , , 
2014/11/28, 18, , 10, 5, 1, 
2014/11/29, 23, , 10, 4, 1, 
2014/11/30, 34, , 3, 11, 1, 
2014/12/1, 49, , 2, 12, 1, 
2014/12/2, 53, , 2, 9, 1, 
2014/12/3, 43, , 1, 9, 2, 
2014/12/4, 48, , 1, 7, 1, 
2014/12/5, 49, , 1, 10, 1, 
2014/12/6, 48, , 5, 6, 1, 
2014/12/7, 14, , 5, 7, 1, 
2014/12/8, 8, , 10, 4, 1, 
2014/12/9, 10, , 8, 8, 1, 
2014/12/10, 34, , 9, 8, 1, 
2014/12/11, 9, , 12, 4, 1, 
2014/12/12, 7, , 7, 10, 1, 
2014/12/13, 33, , 2, 9, 2, 
2014/12/14, 45, , 2, 5, 1, 
2014/12/15, 20, , 2, 9, 1, 
2014/12/16, 45, , 5, 5, 1, 
2014/12/17, 15, , 3, 7, 1, 
2014/12/18, 19, , 9, 5, 1, 
2014/12/19, 16, , 7, 10, 1, 
2014/12/20, 25, , 10, 3, , 
2014/12/21, 6, , 4, 7, 1, 
2014/12/22, 19, , 3, 7, 1, 
2014/12/23, 32, , 9, 6, 1, 
2014/12/24, 12, , 6, 5, 1, 
2014/12/25, 26, , 4, 2, , 
2014/12/26, 18, , 5, 3, 1, 
2014/12/27, 18, , 4, 2, , 
2014/12/28, 8, , 3, 3, 1, 
2014/12/29, 21, , , , , 
2014/7/2, 32, , 11, 6, 1, 
2014/7/3, 46, , 11, 3, , 
2014/7/4, 20, , 7, 5, , 
2014/7/5, 22, , 10, 3, , 
2014/7/6, 17, , 9, 2, , 
2014/7/7, 25, , 5, 3, , 
2014/7/8, 22, , 8, 4, 1, 
2014/7/9, 27, , 7, 4, , 
2014/7/10, 27, , 7, 4, 1, 
2014/7/11, 25, , 7, 5, 1, 
2014/7/12, 41, , 12, , 2, 
2014/7/13, 48, , 4, , , 
2014/7/14, 57, , 10, , 1, 
2014/7/15, 59, , 12, 8, 1, 
2014/7/16, 49, , 9, 8, 1, 
2014/7/17, 52, , 12, 4, , 
2014/7/18, 38, , 9, 4, , 
2014/7/19, 39, , 4, 2, , 
2014/7/20, 12, , 5, 2, , 
2014/7/21, 16, , 8, 4, 1, 
2014/7/22, 32, , 9, 4, , 
2014/7/23, 31, , 7, 5, , 
2014/7/24, 25, , 7, 4, , 
2014/7/25, 20, , 9, 4, , 
2014/7/26, 34, , 10, 5, 1, 
2014/7/27, 33, , 9, 5, 1, 
2014/7/28, 30, , 10, 6, 1, 
2014/7/29, 36, , 10, 7, 1, 
2014/7/30, 37, , 8, 7, 2, 
2014/7/31, 40, , 10, 5, 1, 
2014/8/1, 33, , 8, 8, 1, 
2014/8/2, 38, , 13, 7, 1, 
2014/8/3, 44, , 12, 6, 1, 
2014/8/4, 44, , 10, 5, 1, 
2014/8/5, 41, , 9, 5, , 
2014/8/6, 38, , 6, 5, , 
2014/8/7, 35, , 9, 6, 1, 
2014/8/8, 41, , 9, 6, 1, 
2014/8/9, 39, , 8, 6, 2, 
2014/8/10, 34, , 8, 6, 3, 
2014/8/11, 35, , 7, 9, 3, 
2014/8/12, 55, , 4, 13, 2, 
2014/8/13, 90, , 5, 6, 1, 
2014/8/14, 41, , 2, 6, 1, 
2014/8/15, 43, , 8, 6, 1, 
2014/8/16, 36, , 4, 6, 1, 
2014/8/17, 44, , 1, 2, , 
2014/8/18, 50, , 5, 7, 3, 
2014/8/19, 43, , 3, 6, 1, 
2014/8/20, 52, , 9, 6, 1, 
2014/8/21, 46, , 10, 6, 1, 
2014/8/22, 51, , 7, 8, 1, 
2014/8/23, 50, , 10, 9, 3, 
2014/8/24, 59, , 12, 7, 1, 
2014/8/25, 62, , 7, 10, 2, 
2014/8/26, 61, , 10, 10, 2, 
2014/8/27, 65, , 6, 8, 2, 
2014/8/28, 37, , 9, 5, 1, 
2014/8/29, 19, , 7, 7, 1, 
2014/8/30, 31, , , , , 
2014/9/1, 16, , 11, 2, , 
2014/9/2, 20, , 5, 5, 1, 
2014/9/3, 19, , 7, 3, 1, 
2014/9/4, 18, , 8, 5, 1, 
2014/9/5, 23, , 4, 6, 1, 
2014/9/6, 34, , 5, 8, 2, 
2014/9/7, 38, , 9, 7, 1, 
2014/9/8, 42, , 3, 7, 1, 
2014/9/9, 44, , 6, 7, 1, 
2014/9/10, 38, , 7, 7, 1, 
2014/9/11, 43, , 8, 7, 1, 
2014/9/12, 28, , 7, 8, 1, 
2014/9/13, 29, , 8, 9, 2, 
2014/9/14, 41, , 9, 8, 1, 
2014/9/15, 47, , 9, 12, 2, 
2014/9/16, 51, , 17, 9, 1, 
2014/9/17, 59, , 11, 10, 1, 
2014/9/18, 56, , 5, 8, , 
2014/9/19, 41, , 7, 5, , 
2014/9/20, 19, , 6, 5, 1, 
2014/9/21, 20, , 7, 7, 2, 
2014/9/22, 32, , 9, 5, , 
2014/9/23, 26, , 8, 4, , 
2014/9/24, 25, , 11, 4, , 
2014/9/25, 18, , 6, 3, , 
2014/9/26, 20, , 7, 4, , 
2014/9/27, 10, , 6, 4, 1, 
2014/9/28, 23, , 4, 4, 1, 
2014/9/29, 17, , 3, 5, 1, 
2014/9/30, 29, , 8, 4, 1, 
2014/10/1, 22, , 8, 4, 1, 
2014/4/2, 26, , 13, 5, , 
2014/4/3, 33, , 11, 5, , 
2014/4/4, 25, , 12, 6, , 
2014/4/5, 13, , 10, 4, , 
2014/4/6, 12, , 11, 5, , 
2014/4/7, 15, , 8, 5, , 
2014/4/8, 10, , 5, 5, , 
2014/4/9, 25, , 14, 4, , 
2014/4/10, 20, , 9, 5, , 
2014/4/11, 27, , 11, 6, , 
2014/4/12, 28, , 11, 3, 1, 
